Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
94701,7,1,5,1438,205,0
2199,10,1,6,1330,594,0
91214,10,29,7,1235,2106,0
33056,11,4,6,956,1262,0
6237,5,9,1,1813,1919,0
25675,8,4,4,855,647,0
86403,1,16,1,628,296,0
78004,12,9,6,1106,592,0
5256,4,22,6,1828,1086,1
58348,3,4,6,923,590,0
34348,8,6,7,1457,920,0
67635,6,2,4,1040,1972,0
36224,7,2,7,829,1452,0
93407,6,7,3,1551,309,0
61819,10,11,3,1924,829,0
1267,4,21,4,745,692,0
39990,9,15,4,1251,256,0
55477,8,31,3,726,217,0
87451,10,11,3,1407,1205,0
24319,12,4,1,1723,368,0
14466,6,28,2,1125,389,0
17046,12,15,5,2204,296,1
20582,2,15,3,1025,646,1
85202,11,20,7,1105,481,0
80588,3,23,3,1614,147,0
910,7,11,2,1557,533,0
49897,8,8,2,731,1107,0
72,6,6,2,1932,1123,1
99641,4,21,4,1415,389,0
83322,11,11,5,1113,372,1
62473,4,28,5,1722,714,0
39854,10,5,3,642,551,0
61647,11,5,6,859,539,0
12486,12,24,7,1433,998,0
91900,10,4,3,1825,487,1
30914,2,27,1,1832,692,0
41544,4,10,7,557,2419,0
91825,5,20,5,644,1201,0
10070,11,6,1,645,641,0
81208,4,20,4,1000,446,0
62426,5,1,7,847,1065,0
94474,4,13,4,1904,977,0
66451,8,10,3,1619,429,1
86123,11,19,6,1814,1074,0
31553,7,28,4,1258,217,0
28278,3,11,6,1835,520,1
77429,4,30,6,1721,1597,1
3890,9,27,3,2130,229,1
24675,6,27,1,1850,338,0
597,11,23,3,1520,227,0
47276,11,7,2,1516,278,1
68987,3,1,2,1645,162,0
14640,11,30,4,1312,373,0
99751,11,19,6,1130,109,0
50033,6,15,4,808,1660,0
45093,9,6,2,1544,286,0
75219,2,5,7,1039,363,0
59261,9,20,3,1114,333,0
63272,1,20,5,559,89,0
76329,7,24,7,753,631,0
45069,7,18,2,1439,441,1
18540,1,15,7,1743,612,0
94880,11,18,6,1340,264,1
7736,7,12,3,626,1107,0
22026,6,4,7,1600,2381,0
96356,7,12,3,1751,910,0
75105,2,5,7,1621,501,0
46434,8,5,6,1717,1864,0
23702,9,19,1,1936,223,0
45475,9,8,4,552,528,0
58655,11,22,3,1607,528,0
90407,11,14,1,729,418,0
74078,8,25,5,1240,532,0
89501,4,1,5,1341,913,0
19274,1,13,4,1511,1781,1
3336,8,24,3,1334,819,1
81651,7,19,2,1813,1069,1
19598,3,27,1,1810,2576,0
2609,6,23,5,1351,487,0
93610,3,21,2,1309,1182,0
60445,7,14,5,2311,1989,0
15270,12,12,2,804,526,0
93079,2,22,2,845,214,0
5184,4,21,4,2133,426,0
93538,4,5,3,905,395,0
64888,11,21,1,1140,1111,1
98530,3,15,2,1645,1197,0
67680,10,13,5,1827,766,1
46294,7,9,7,1233,1182,0
82215,2,17,4,1959,140,1
93630,4,27,3,1209,264,0
94087,2,28,2,1955,787,1
65397,2,1,2,555,166,0
47521,11,1,3,1245,256,0
44383,7,20,3,1158,772,0
28237,7,4,1,710,178,0
3696,8,16,3,612,500,0
41038,1,19,4,2049,460,0
3905,2,8,3,2200,239,0
80739,5,21,6,955,685,0
43831,4,7,5,713,1557,0
16187,7,18,1,2141,255,1
78613,1,7,5,1058,201,0
33868,2,6,1,2112,164,0
70555,8,14,1,1652,47,0
16194,9,6,2,1814,261,0
31903,5,30,2,1035,364,1
25718,3,23,3,1904,737,0
51429,2,28,2,1247,999,0
41689,8,15,2,1419,236,0
11663,9,13,3,2321,2066,0
38834,12,6,3,620,153,1
10550,8,21,1,1249,1619,0
78648,7,11,2,916,1062,0
11729,8,6,6,2220,262,0
60859,12,22,4,2215,240,1
96115,9,28,4,658,110,0
40077,4,8,5,1458,965,0
92242,8,12,6,1613,2248,0
66120,10,15,7,750,468,0
13045,7,10,1,1353,1043,0
96751,1,12,3,2352,1456,1
96041,8,11,5,1337,284,0
21932,12,25,1,537,1597,0
95830,4,2,7,1151,732,1
59602,1,27,4,1444,282,0
52315,11,4,5,646,2153,0
59460,7,3,1,2239,2979,0
85144,1,11,2,1228,802,0
92456,10,10,1,1328,1189,1
2514,6,15,3,1840,305,0
25789,6,28,2,622,984,0
30150,6,12,1,1022,812,0
32417,9,1,4,1229,155,0
76179,8,12,6,1941,600,0
32805,12,8,4,1255,354,1
59315,10,15,7,1540,408,1
81597,12,19,1,1755,317,0
59197,4,5,2,1215,866,0
78773,12,26,1,1527,363,0
26076,11,4,5,1315,642,0
90604,7,8,6,1800,4433,0
41555,9,24,7,926,1005,0
87112,10,26,4,811,2182,0
25406,1,21,6,930,355,0
37571,11,28,2,918,879,0
88510,3,12,6,645,1034,0
86334,4,16,7,2112,500,0
6467,7,29,6,1805,449,1
52701,1,6,5,1124,646,0
94672,1,17,2,1620,871,0
69423,4,11,1,1015,793,0
52124,8,25,5,919,102,0
87212,8,15,1,850,254,0
41998,1,7,6,1546,992,0
5706,11,28,1,1506,590,1
24348,8,17,4,1029,1389,0
13418,7,21,4,819,429,1
3809,12,24,7,1813,1521,0
82181,8,11,4,1950,594,1
86971,6,25,7,1905,641,0
88144,3,5,7,1405,1121,0
91391,12,25,7,812,665,0
513,7,30,6,1228,214,0
74392,3,8,3,1613,517,1
36848,7,14,4,1141,1118,0
45752,8,22,2,1850,316,1
74236,5,2,2,1543,1723,0
46231,9,23,5,957,1745,0
104,7,26,3,1152,2176,0
95371,11,2,3,1500,555,0
30782,12,6,3,1457,391,0
62871,7,6,4,1730,1092,0
31316,4,3,1,1411,267,0
19697,2,18,5,625,313,0
78250,8,5,6,749,2401,0
75067,9,24,7,1552,389,0
23624,11,11,6,1015,1074,0
75064,8,1,2,1442,103,0
58372,9,28,4,1155,403,0
62567,4,10,1,1435,594,0
84766,6,30,4,1652,198,1
13478,10,17,1,1739,231,0
74205,10,9,7,1135,1474,0
32402,5,13,5,1616,1235,0
5976,4,23,7,1805,134,0
4782,6,18,7,1848,2239,0
78674,8,9,3,1551,867,0
59956,10,3,2,1632,448,0
56940,6,29,4,1133,533,0
62411,6,30,5,1706,763,0
11519,12,19,1,805,414,0
69712,3,19,7,1806,596,0
12025,1,16,7,1249,2586,0
62246,3,25,6,1930,794,0
62433,3,13,1,1144,594,0
55599,8,15,1,1430,1300,1
48144,11,26,7,1805,787,1
44653,10,25,3,700,283,0
21221,3,13,7,1735,1119,0
87776,2,8,3,1305,629,0
57937,8,1,2,1924,629,0
39508,10,9,7,1020,1034,0
84711,8,15,1,1605,678,0
55464,5,31,2,1332,2401,1
8731,5,10,2,1219,679,0
19410,11,2,3,1728,191,0
7851,10,15,7,726,965,0
50608,9,5,1,1812,1874,1
49920,8,21,7,744,2419,0
61993,5,7,6,1057,925,0
80753,1,31,1,1322,388,0
76446,6,17,6,1141,592,1
44589,6,21,2,712,1107,0
13110,3,28,2,1156,780,0
75280,7,22,5,1918,867,0
59530,5,6,5,1254,2401,0
88813,7,20,3,810,462,1
94177,12,5,1,956,594,0
55487,3,25,5,1241,1953,0
13612,7,25,2,2142,612,1
93639,9,18,7,716,1916,0
1129,8,25,4,1244,423,0
67806,6,11,6,820,1166,0
61653,7,18,2,836,326,0
98064,5,17,2,835,323,0
83164,4,8,5,1306,867,0
74592,8,21,7,800,834,0
48273,10,22,6,1544,227,0
84471,9,22,4,1750,268,1
41779,6,21,2,1309,395,0
31468,9,7,3,1011,1276,0
59441,12,24,7,827,892,0
61726,10,21,6,1810,781,0
14302,12,13,2,613,318,0
56267,9,19,2,2114,629,0
62815,5,18,3,1104,227,0
6924,12,15,4,1231,850,1
23425,2,16,3,620,361,0
35366,9,11,7,734,821,0
9392,12,12,1,1440,621,0
32115,8,23,3,1759,846,0
15612,6,19,7,2119,981,0
80891,10,7,5,1537,196,0
11431,4,14,4,1716,599,0
33601,7,1,5,1211,551,1
12069,9,1,5,2140,258,1
32658,12,20,3,1436,319,0
3007,10,20,5,1616,761,1
66616,9,23,6,717,146,0
67828,7,2,6,2115,253,0
36560,3,2,4,1800,748,0
74400,8,7,1,1959,850,1
40288,6,10,6,918,2433,0
70649,9,21,4,1033,408,0
8510,8,9,2,1930,411,0
43014,9,11,7,1659,406,0
18560,3,3,4,1857,732,0
7450,11,19,6,1738,1891,0
7296,4,21,5,2122,362,1
47534,11,27,1,1508,304,0
69835,6,18,7,658,528,0
89174,8,15,2,1013,533,0
17094,9,4,1,1716,67,0
39028,8,17,3,1831,888,0
22202,1,8,6,1508,692,1
32330,8,20,6,740,842,0
62692,10,19,4,1845,925,0
97033,4,21,4,842,399,0
88976,5,10,2,554,416,0
37444,7,2,6,1105,525,1
52065,6,1,4,1236,1086,1
7016,8,23,2,925,1155,0
43172,6,8,3,906,270,0
50965,9,13,2,910,576,0
68849,5,11,4,1240,332,0
78970,10,17,1,1147,678,0
10127,12,14,3,1746,1091,0
4899,1,1,6,922,1979,0
2989,3,20,1,731,228,0
6711,3,4,6,529,874,0
26796,8,16,3,1940,155,0
65027,8,30,2,2108,2172,0
83660,1,20,5,1924,328,0
62488,12,17,6,1406,948,0
11233,2,17,5,1321,364,0
34508,4,8,5,626,372,0
22368,12,9,6,1111,1205,0
63682,4,27,3,1430,1751,0
81697,10,2,7,1825,317,0
25762,7,20,4,2045,328,0
38567,9,22,5,816,399,0
50317,7,5,3,740,424,0
20630,4,18,2,1223,641,0
54529,9,1,5,820,1189,0
3499,12,23,5,1435,83,0
4913,10,25,2,2043,505,0
94994,7,24,1,954,236,0
82521,9,20,2,2250,497,0
60818,8,17,3,1915,1750,0
47059,3,20,1,1937,895,1
53020,1,4,2,1025,173,0
29526,5,30,2,1504,515,0
35660,7,21,5,1936,1062,1
41373,8,2,3,2202,239,0
53623,9,19,1,1140,682,0
40880,11,21,1,1853,1090,0
89419,1,22,7,1934,845,1
30372,6,25,6,1419,490,0
72677,6,7,2,1859,325,0
98013,3,11,6,1519,549,0
227,5,13,5,1329,270,0
87411,7,16,6,2046,1145,1
70269,4,18,1,1315,399,1
79498,6,20,2,1648,1891,0
92157,4,3,7,1514,175,0
99796,2,12,7,919,671,0
90314,6,23,4,1220,1946,0
14266,8,5,5,1047,612,0
68903,9,10,7,1340,596,0
46913,7,1,5,1626,460,0
83922,4,6,3,2021,673,1
74927,11,12,7,658,321,0
26486,6,20,1,1516,853,1
9834,7,8,6,1331,829,0
80920,9,13,2,1154,780,0
27310,7,16,7,858,1009,0
11417,12,25,1,1645,2602,0
15210,1,6,5,1115,214,1
15590,9,17,6,1208,1119,0
65752,9,25,1,1302,1310,0
12948,10,6,5,1246,142,0
23092,5,4,4,1138,478,0
31236,3,12,6,927,373,0
8190,11,18,5,2254,2248,0
66873,8,29,2,1221,371,0
98617,5,27,5,1338,247,0
6461,12,13,3,557,867,0
66565,12,4,1,1528,307,1
62103,5,2,1,552,412,0
98812,5,22,7,1009,409,0
41678,6,11,6,1036,838,0
67535,3,6,7,1734,595,0
2882,8,5,5,1830,397,1
99404,10,16,1,624,745,0
64756,6,2,4,1326,589,0
43692,10,3,1,1353,1199,1
26687,9,25,1,1458,199,0
45313,4,18,1,935,388,0
19145,2,28,2,1957,733,0
16025,5,2,2,1725,1400,0
43072,3,6,7,951,333,0
53979,4,17,7,1940,423,0
57079,3,2,3,1229,1069,0
5812,7,10,7,619,1157,0
73648,3,17,4,1610,596,0
74398,12,23,5,855,1919,0
27367,12,12,2,1201,235,0
94705,2,15,3,1443,622,0
35242,9,2,5,555,649,0
53107,7,5,3,649,169,0
53575,8,7,7,1322,416,1
84219,6,24,5,1829,364,0
81999,8,15,1,2359,1721,0
2416,12,26,2,1834,416,0
55238,1,9,7,1222,585,0
17876,8,6,6,1142,2075,0
24824,8,25,5,1658,335,1
36762,4,1,5,921,1628,0
84788,8,30,3,1325,437,0
56859,1,24,2,700,281,0
35658,12,18,1,1939,224,0
3,11,25,6,1015,872,0
43445,6,6,2,1912,326,0
9557,1,19,3,1324,429,0
68925,2,27,1,2243,1222,0
56004,1,29,7,1703,763,0
13746,3,16,4,1939,361,0
65235,6,6,2,1805,1174,0
8462,11,20,7,1748,557,0
29386,11,19,6,739,1814,0
99857,7,13,4,1357,590,0
80470,7,24,1,1220,100,0
84403,3,29,3,1030,197,0
61212,7,10,1,1741,501,0
44202,10,11,2,1333,406,1
29582,9,23,5,833,413,0
52265,9,5,1,1057,946,0
26401,5,10,3,1949,1739,0
63997,11,6,1,802,588,0
7370,12,15,4,1003,507,0
8529,4,14,5,738,424,0
69018,10,21,6,1709,321,0
29256,2,15,2,2047,604,0
22451,1,30,7,1045,2139,0
73818,8,27,6,1629,463,0
95090,10,14,6,1745,861,1
95779,7,24,7,1437,301,0
4972,9,10,7,2246,116,1
42427,4,6,3,1820,838,0
67206,12,26,1,825,2556,0
78359,4,12,3,1505,223,0
74918,8,9,2,1640,436,0
95176,3,20,7,1102,175,0
53739,10,12,3,910,224,0
6022,2,14,1,1218,1076,0
83437,5,11,3,1638,247,0
76700,5,20,5,1901,938,1
75504,11,27,7,600,1617,0
90056,9,22,5,637,370,0
28473,3,29,3,755,214,0
53005,9,26,2,1533,239,0
69776,11,12,7,1604,495,0
98975,7,8,6,1139,1452,0
70832,12,5,2,736,611,0
89803,3,25,6,1245,834,0
7471,7,9,7,1456,425,0
58055,5,17,2,2025,682,0
13168,5,29,1,1140,589,0
52679,12,3,6,1452,468,0
13792,11,7,1,1943,946,0
60876,1,15,6,1656,1202,1
47451,11,16,3,1654,2504,1
17518,5,6,5,1922,569,1
96237,3,24,5,1916,1562,0
76538,6,30,4,1906,1315,0
3503,2,4,5,630,188,0
15174,10,17,2,1349,1416,0
88397,10,8,6,1215,237,0
89471,11,18,5,1626,296,1
10729,10,30,7,1720,1552,0
76469,1,24,1,1546,169,1
67571,3,17,5,1844,425,0
76238,12,22,5,610,109,0
91816,2,6,7,1915,1262,0
41736,6,26,7,1609,353,1
19299,1,19,4,1740,834,0
32602,5,10,3,841,758,0
20344,11,18,5,1816,528,1
10121,10,24,2,2059,389,0
6372,6,5,7,715,332,0
31071,3,24,4,758,281,1
46575,2,16,4,1835,406,0
77700,6,23,5,850,302,0
13161,2,4,5,1039,267,0
12974,1,5,3,1104,547,0
48750,6,16,5,710,187,0
27327,10,6,5,808,591,1
23478,7,12,3,647,1065,0
85964,10,22,6,629,1123,0
40828,1,16,1,1333,224,0
43107,9,20,3,1441,1635,0
64781,10,18,3,1937,304,0
31178,4,17,7,1323,1487,0
88117,1,9,7,1721,416,0
41477,12,24,6,1837,946,0
79676,1,6,5,1119,543,0
85044,3,15,2,1940,358,0
44518,5,11,4,1110,367,0
63509,5,28,6,1946,978,1
23349,6,8,4,935,546,0
50671,3,14,2,1815,281,1
69750,6,19,1,714,1024,0
74640,7,4,2,933,989,0
29274,9,22,4,1315,1258,0
72094,8,13,6,1829,802,0
86725,4,8,5,725,199,0
14335,9,9,5,924,913,0
83410,5,17,3,2134,366,0
5824,3,29,3,1746,1302,0
42229,3,25,6,1249,738,1
34132,2,5,7,1914,129,0
37520,6,23,4,1215,745,1
43080,12,27,3,856,224,1
47490,10,9,7,1659,610,0
89873,4,24,7,1135,1050,0
84873,7,27,3,2121,490,0
10599,6,25,6,638,1710,0
79463,7,24,7,1436,589,0
87681,5,30,1,2020,678,0
12666,10,31,1,1555,214,0
96996,11,24,5,1931,243,0
74490,3,21,1,1837,1703,0
60638,1,20,4,2100,612,1
76879,9,8,5,1746,163,0
67280,8,21,7,729,575,0
43856,11,27,7,1456,515,0
5213,8,12,6,2015,760,1
12911,12,2,6,1122,692,0
20899,9,1,4,1442,362,0
12894,9,1,5,727,239,0
27224,2,19,7,1834,621,1
29424,12,10,6,1016,1197,0
64723,10,26,4,740,1335,0
51044,12,14,3,1746,874,0
26931,10,29,6,1617,178,0
71786,4,11,2,2015,197,0
71852,1,22,6,1355,181,1
36168,6,27,1,627,678,0
71243,11,18,6,1112,1192,0
45323,5,22,7,1717,640,0
60171,4,17,1,703,867,0
63350,12,6,2,2050,473,0
25284,9,9,6,1925,564,0
99565,9,23,6,1136,1005,1
63314,11,13,7,1321,1025,0
55773,8,29,1,1807,451,0
12671,8,3,4,1019,1642,0
75883,4,16,7,2127,372,1
64207,8,22,2,2121,948,0
38032,9,14,3,640,859,0
20699,2,6,7,1405,718,0
65905,6,11,7,702,629,0
21300,4,28,4,859,967,0
35784,7,28,4,1029,374,0
54143,8,24,3,842,109,0
39662,12,10,6,654,1498,0
19621,6,25,6,916,2518,0
2187,3,18,6,1829,1082,0
56416,8,2,2,1904,427,0
45592,9,14,3,705,608,0
30132,9,27,2,655,321,0
11761,11,19,7,2104,190,0
79170,12,22,5,1233,399,1
44696,6,29,4,1809,412,1
27716,11,11,6,1057,157,0
40925,6,12,1,2102,853,1
76761,8,10,3,556,224,0
36912,10,2,7,756,925,0
22239,9,24,7,1814,2401,0
69218,4,20,3,1346,399,0
21160,4,19,2,2042,665,0
17325,7,16,6,728,453,0
39744,5,29,1,1719,852,0
56158,3,3,4,1843,631,0
45551,9,26,1,1828,556,0
20370,6,6,1,1140,1028,0
60775,8,28,7,1449,669,0
54107,3,14,1,1342,2586,0
44247,8,25,5,1640,214,1
9387,11,6,7,2114,262,1
79016,1,13,4,1639,364,0
24446,4,21,5,2055,328,0
768,8,13,7,1726,697,1
2210,7,4,1,1327,284,0
38968,8,26,6,2120,134,1
14366,9,21,4,1159,802,0
55074,5,30,1,2135,589,1
54194,4,28,4,933,585,0
10669,5,21,7,1740,543,1
24555,5,2,1,1719,237,0
63410,8,15,1,1424,1562,1
17779,7,31,1,1533,237,0
81201,12,29,4,1437,328,0
31934,4,7,4,1203,120,0
78548,7,26,3,724,723,0
8194,4,11,2,935,631,0
67685,5,20,6,1105,667,0
79953,4,2,7,1517,1021,0
46015,6,5,1,1727,946,0
49997,6,14,2,600,772,0
55891,11,30,3,925,479,0
27468,10,17,1,1925,1721,0
18631,6,5,1,1222,319,1
5931,5,31,2,1939,256,0
68732,3,23,4,828,102,0
18133,3,19,7,825,190,0
59400,3,5,6,1935,1891,1
89094,5,20,5,2031,2345,0
72083,7,21,5,1713,1048,0
38844,9,21,3,1758,1246,1
9412,4,23,6,1905,403,0
84304,6,2,4,907,373,0
91506,11,22,3,1604,2342,0
99907,8,9,3,1529,547,0
91237,10,25,3,1215,765,0
31775,9,10,7,1622,188,0
934,12,29,5,1340,722,1
41093,4,4,1,1310,1324,0
47273,9,9,6,744,408,0
35671,12,20,3,2108,163,0
66711,10,27,4,1500,172,0
36477,12,15,4,845,986,0
90435,12,15,5,953,1149,0
20305,10,19,4,1940,369,0
73495,3,1,2,1115,507,0
21803,9,29,4,558,722,0
96121,9,10,7,1848,1008,0
60928,11,17,4,856,268,0
39355,3,16,3,1626,2486,1
61753,3,11,5,746,510,0
55865,6,12,1,1306,1813,0
82166,9,20,2,2227,266,1
98644,2,11,6,1752,155,0
52027,10,2,7,1447,861,0
97621,10,14,5,1745,1444,0
72193,7,31,1,1500,106,1
72224,1,22,6,949,872,1
25531,5,19,4,1312,585,1
82530,5,12,4,754,214,0
20746,11,20,1,1910,1090,0
86671,7,17,1,608,414,0
51310,12,23,5,2120,487,0
47358,9,1,4,740,838,0
14911,9,9,6,1723,2338,0
48047,4,19,3,2235,247,0
43702,4,30,7,614,462,0
48082,7,12,2,2113,1494,0
25151,10,4,2,1718,2425,0
7252,10,13,4,652,2465,0
27024,9,9,6,1931,349,1
89411,6,1,3,1050,296,0
4063,9,24,6,951,569,0
87833,9,20,2,856,381,0
69727,7,21,4,1111,216,0
58548,8,17,4,1405,544,0
28031,4,8,6,918,2248,0
83906,12,29,4,700,197,0
42498,10,25,3,720,2510,0
55186,11,1,2,1452,630,0
32572,11,30,4,726,534,0
69048,10,5,4,1501,629,0
74285,11,6,1,1603,389,0
28902,12,25,7,1009,301,1
36957,4,11,1,739,2457,1
7057,8,21,7,1810,446,0
32785,7,17,7,1310,199,0
67369,4,25,1,1930,1957,1
75901,7,15,5,1106,152,0
56760,5,20,6,656,833,0
53099,11,6,7,1835,1142,0
53901,11,9,3,624,1043,0
40576,5,25,3,1350,1726,1
98693,4,10,7,1850,448,0
91769,5,17,2,2011,446,1
79711,5,18,3,1239,453,0
96523,7,19,2,944,529,0
42823,8,16,3,1349,1440,0
97775,1,2,7,810,151,0
52841,5,18,3,801,678,0
2027,10,27,5,1033,658,0
75393,9,8,4,928,83,0
21979,9,20,3,557,733,0
39312,1,28,6,1800,547,0
15294,9,16,6,1731,745,0
26813,4,11,2,607,776,0
43994,3,28,2,1106,284,0
14920,3,14,2,855,199,0
69007,2,9,3,939,409,1
66373,9,24,7,1116,528,0
22954,6,24,6,1749,276,0
46097,12,2,6,636,374,0
43455,8,10,3,1658,185,0
26239,6,14,3,1149,314,0
81111,8,7,7,925,678,0
66088,4,24,1,1744,712,0
90440,11,1,3,1855,368,0
4230,1,25,2,1514,416,0
71834,9,22,5,2028,180,1
92792,9,5,2,1701,1489,0
27890,1,25,2,1622,871,0
98621,7,6,3,1455,1638,0
67017,4,12,2,2235,329,0
82484,3,19,6,1735,670,0
44810,1,14,5,2117,946,1
77195,2,2,3,1945,595,1
97464,6,20,1,2036,160,0
93323,4,25,1,2308,116,0
95942,12,27,2,855,920,0
93195,5,5,5,1428,552,1
6888,7,12,3,1102,1021,0
93945,2,13,1,748,1080,0
70757,11,4,6,1446,489,0
16518,10,25,2,821,175,0
67726,8,30,2,1730,457,0
747,10,11,2,700,170,0
17167,9,23,6,744,1389,0
4444,7,11,2,835,551,1
55444,6,20,2,1529,1399,1
4101,7,12,2,2033,160,0
16780,10,13,5,628,576,0
68341,1,26,4,1624,1674,0
78449,7,18,2,1307,1379,0
41370,7,31,7,1924,394,1
56850,12,28,4,1822,451,0
10312,3,16,4,1025,325,0
11497,1,14,6,1443,1456,0
26491,2,21,2,1232,250,0
3249,5,13,5,1527,1302,0
84897,11,16,3,1051,906,0
29867,11,1,2,824,732,0
83952,12,11,1,2119,631,1
31838,2,9,3,1126,602,0
88937,12,23,6,2102,642,1
45744,6,23,5,721,102,0
68378,9,29,4,1322,305,0
55980,5,16,1,806,403,0
85264,4,16,7,1124,1107,0
75834,2,1,2,1750,325,0
7935,7,10,7,1030,64,0
4880,9,10,7,1540,307,0
48682,3,12,6,1013,116,0
17683,7,5,2,1359,1739,1
72668,6,5,7,1828,963,0
9679,12,8,5,1819,451,0
62278,11,6,1,1349,451,0
95540,12,13,2,1652,1021,0
66990,9,24,6,1735,491,0
92767,11,8,2,850,371,0
99706,2,22,2,1435,284,0
73565,8,12,6,1037,967,0
49978,10,29,7,1042,2465,0
67308,7,7,5,1433,418,0
43318,7,25,1,816,888,1
81848,12,10,7,803,258,0
37501,10,13,4,955,508,0
41095,5,11,4,1723,888,1
75600,7,11,2,824,280,0
74632,6,5,1,956,2077,1
44315,10,8,6,1246,671,0
14449,4,11,2,1636,1979,0
61878,7,20,4,1909,226,1
27881,6,27,1,853,1562,0
88801,11,19,7,1723,761,1
34843,12,12,2,1311,1372,0
84693,9,22,5,1341,391,0
318,9,10,6,730,371,0
6390,10,21,5,1022,489,0
76947,7,26,2,1601,1324,0
25596,11,22,2,2255,1772,0
39814,2,6,7,1140,429,0
40741,9,15,4,857,356,0
62075,12,15,5,1211,406,0
51975,2,1,2,1050,152,0
7103,11,3,5,1431,168,1
16858,10,18,2,1326,507,0
29368,3,1,2,1606,1121,1
71593,2,25,5,735,1593,0
52392,3,4,6,1125,102,0
57443,10,31,1,2125,544,1
80056,7,17,1,1919,414,0
41530,2,15,3,1521,1065,0
63344,2,10,5,830,147,0
7966,3,15,3,623,163,0
45416,1,9,7,556,312,0
96500,11,14,2,1055,1034,0
16414,4,9,7,803,989,0
59149,12,18,1,1505,250,0
94325,1,18,3,1926,606,0
47085,6,23,5,2001,641,0
860,10,21,5,1120,188,0
89079,4,5,2,1126,185,0
46236,6,25,7,1439,140,1
19652,8,16,2,828,451,0
45684,4,7,5,1750,267,0
11749,8,30,2,2155,2153,0
34863,9,16,5,1717,508,0
93775,3,24,5,1940,276,1
6720,5,23,2,841,556,0
13764,7,28,4,608,387,0
80036,12,18,7,1732,216,0
82001,9,23,5,1022,169,0
23455,4,22,5,609,109,0
23964,6,27,1,615,239,0
17584,7,5,2,715,2518,0
3594,4,7,4,2311,2762,0
23139,6,11,7,930,507,0
3586,4,25,2,1000,958,0
69210,8,11,4,1004,177,0
84026,5,30,2,821,2421,0
14368,10,15,6,2059,1076,0
1918,2,2,4,1208,432,0
72019,12,8,4,1216,629,0
23117,12,9,5,1536,489,1
28408,4,11,2,1146,1035,0
64398,11,4,6,1604,802,0
72641,12,4,1,926,984,0
82285,2,21,1,657,224,0
64896,1,8,7,800,329,0
35073,11,15,2,725,1050,0
30035,8,17,3,1653,599,0
70039,12,23,6,1116,1811,1
80888,10,12,4,2301,888,1
59545,6,4,6,1304,317,0
20902,7,1,5,957,205,0
78799,6,5,1,1326,200,0
92231,9,8,5,859,581,0
54141,2,20,7,700,1588,0
5723,9,29,4,1317,1076,0
5924,6,1,4,1821,781,1
21782,11,20,7,1343,256,0
11467,9,16,5,1020,860,0
48166,12,19,2,1027,284,0
39280,3,24,4,1205,226,0
49271,9,6,3,912,324,0
80574,12,18,1,1710,247,0
99099,4,7,5,1555,957,1
50825,12,18,7,1141,216,0
75228,12,23,6,800,732,0
82185,9,26,1,1540,359,0
7310,7,24,7,1404,508,0
74581,8,22,1,805,2454,0
12839,3,22,3,1410,550,0
44917,8,6,7,755,342,0
76578,2,24,5,717,798,0
96058,7,24,7,812,190,0
39842,5,5,5,651,987,0
42156,5,25,4,1449,236,0
49272,3,6,1,1658,185,0
22802,7,6,3,1727,1079,0
61501,8,22,2,1555,564,0
16938,8,29,2,2104,2227,1
49388,4,18,1,955,1389,0
28850,1,28,5,1129,599,0
45674,1,27,4,655,1021,0
70368,10,29,7,1253,1044,1
70667,1,15,6,2101,418,1
38946,4,30,7,628,683,0
45188,9,10,7,1641,1013,0
7465,6,28,2,1542,802,1
71413,7,12,3,2111,1325,1
75056,4,14,5,1254,282,0
44184,3,17,4,1127,1013,0
10311,1,27,4,1023,840,0
87834,5,17,3,1300,772,0
76545,10,5,3,1105,151,0
84794,10,22,7,1335,67,1
80788,1,11,3,1305,319,0
7104,11,9,3,2204,2446,0
91103,3,1,2,1325,545,1
23916,2,26,6,1831,1825,1
55778,10,26,3,959,1723,0
74026,3,6,1,2020,417,0
60236,11,17,4,2144,330,1
29391,3,14,1,1200,793,0
28927,8,8,1,1333,1576,1
53261,12,28,3,1425,590,0
21841,4,24,1,2006,403,0
91004,2,9,3,1515,236,0
11391,5,11,3,1443,1167,0
62969,10,16,7,1910,431,1
12694,10,18,3,1700,507,0
39874,2,16,3,1045,589,0
4926,5,26,5,1225,1199,0
15524,6,4,7,1855,331,0
9521,1,7,5,2118,296,1
69775,12,19,2,655,1166,0
2975,7,5,2,1742,696,1
24955,8,2,3,646,562,0
19296,10,19,3,1720,169,1
7979,2,15,3,751,214,0
41489,4,20,4,1505,987,1
43694,9,12,1,1958,773,0
40162,12,30,6,1116,412,0
15187,3,21,1,821,1237,0
76431,3,5,6,942,1262,0
46323,4,18,2,1608,529,0
13389,1,12,4,834,966,0
52177,11,9,4,1451,1545,0
53058,12,20,2,1822,1334,0
21004,12,21,3,1514,906,0
5366,5,1,7,1925,542,0
68288,10,4,3,850,753,0
15679,10,8,7,1753,994,0
5967,1,1,7,2040,316,1
82237,9,3,7,2121,247,0
36162,2,5,7,644,522,1
79039,8,23,2,2050,802,0
2971,12,10,6,2055,1237,1
19906,10,1,6,1740,1814,0
25713,1,16,7,1102,1237,0
53651,10,6,5,945,100,0
70683,3,4,6,743,781,0
70326,2,17,4,1036,268,0
